generation_id,created_at,cost_total,cost_web_search,cost_cache,cost_file_processing,byok_usage_inference,tokens_prompt,tokens_completion,tokens_reasoning,tokens_cached,model_permaslug,provider_name,variant,cancelled,streamed,user,finish_reason_raw,finish_reason_normalized,generation_time_ms,time_to_first_token_ms,app_name,api_key_name
gen-1765432053-ot5bD9WZWH6nRoHFgC8e,2025-12-11 05:47:33.861,0,,,,0.000581,129,42,0,0,openai/gpt-5-chat-2025-08-07,OpenAI,standard,false,true,,completed,stop,330,381,,GenEval
gen-1765432052-q7CMn8Su2nWN60Z39QzH,2025-12-11 05:47:32.596,0,,,,0.000791,137,62,0,0,openai/gpt-5-chat-2025-08-07,OpenAI,standard,false,true,,completed,stop,480,391,,GenEval
gen-1765432051-OvvwOCz8dQBYiI9PckNI,2025-12-11 05:47:31.794,0,,,,0.000401,129,24,0,0,openai/gpt-5-chat-2025-08-07,OpenAI,standard,false,true,,completed,stop,126,282,,GenEval
gen-1765432050-KHVCLSaHuOR8FRJ3CZUF,2025-12-11 05:47:30.872,0,,,,0.000482,138,31,0,0,openai/gpt-5-chat-2025-08-07,OpenAI,standard,false,true,,completed,stop,133,363,,GenEval
gen-1765432045-bI5yAn6fGQpLH1OU2I3X,2025-12-11 05:47:25.957,0,,,0,0.002288,586,845,0,0,google/gemini-2.5-flash,Google AI Studio,standard,false,true,,STOP,stop,4225,426,,GenEval
gen-1765432037-qE8PGkUZtn9sPXhwkXlk,2025-12-11 05:47:17.124,0,,,0,0.005138,586,1985,0,0,google/gemini-2.5-flash,Google AI Studio,standard,false,true,,MAX_TOKENS,length,8706,507,,GenEval
gen-1765432028-G1908igYaNSNA7KZ5dNh,2025-12-11 05:47:08.343,0,,,0,0.005153,586,1991,0,0,google/gemini-2.5-flash,Google AI Studio,standard,false,true,,MAX_TOKENS,length,8493,587,,GenEval
gen-1765432022-j54OL3tUs3PwGhijBTGa,2025-12-11 05:47:02.693,0,,,0,0.003176,356,564,0,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,,stop,stop,4432,1066,,GenEval
gen-1765432018-Lg7gYZt99TKPa8w0Rf6B,2025-12-11 05:46:58.287,0,,,0,0.002351,336,403,0,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,,stop,stop,2966,1189,,GenEval
gen-1765432013-qkaGNbtJwZuNu8rrr3ks,2025-12-11 05:46:53.989,0,,,0,0.002121,341,356,0,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,,stop,stop,2636,1323,,GenEval
gen-1765432012-iRVxDYf2LADUtCuPRKdq,2025-12-11 05:46:52.876,0,,,,0.000723,147,54,0,0,openai/gpt-5-chat-2025-08-07,OpenAI,standard,false,true,,completed,stop,361,411,,GenEval
gen-1765432010-DXZetO7GS9tlU31WxP4W,2025-12-11 05:46:50.301,0,,,0,0.001476,321,231,0,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,,stop,stop,1630,599,,GenEval
gen-1765432009-MhVRMyb7xwTxpOY8ypoP,2025-12-11 05:46:49.291,0,,,,0.000876,293,51,0,0,openai/gpt-5-chat-2025-08-07,OpenAI,standard,false,true,,completed,stop,315,290,,GenEval
gen-1765432005-EqiJcA2CgCM06szcoMHz,2025-12-11 05:46:45.386,0,,,0,0.002191,321,374,0,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,,stop,stop,3175,627,,GenEval
gen-1765432004-ARq4LEUPhePTZMLdhCjx,2025-12-11 05:46:44.056,0,,,,0.000653,147,47,0,0,openai/gpt-5-chat-2025-08-07,OpenAI,standard,false,true,,completed,stop,546,293,,GenEval
gen-1765432002-bnQmKkbnNlOCvSE4BXgG,2025-12-11 05:46:42.430,0,,,,0.001341,145,116,0,0,openai/gpt-5-chat-2025-08-07,OpenAI,standard,false,true,,completed,stop,889,376,,GenEval
gen-1765431999-3Swxs7HDC3axC7NXg7ht,2025-12-11 05:46:39.857,0,,-0.00018,0,0.000455,704,170,0,669,google/gemini-2.5-flash,Google AI Studio,standard,false,true,,STOP,stop,1882,1157,,GenEval
gen-1765431997-mFhdlOKG1dNWSpw27nHG,2025-12-11 05:46:37.297,0,,-0.00018,0,0.000728,704,279,0,669,google/gemini-2.5-flash,Google AI Studio,standard,false,true,,STOP,stop,2232,885,,GenEval
gen-1765431995-xckGnzldjy81AhTZvdbY,2025-12-11 05:46:35.259,0,,,0,0.000848,704,255,0,0,google/gemini-2.5-flash,Google AI Studio,standard,false,true,,STOP,stop,1787,524,,GenEval
gen-1765431994-bJ5AgI0mpr6tiqCWWv7t,2025-12-11 05:46:34.448,0,,,,0.000552,138,38,0,0,openai/gpt-5-chat-2025-08-07,OpenAI,standard,false,true,,completed,stop,137,368,,GenEval
gen-1765431993-GBgHaDb8sq7oq8Ud8vr9,2025-12-11 05:46:33.017,0,,,0,0.000597,499,179,0,0,google/gemini-2.5-flash,Google AI Studio,standard,false,true,,STOP,stop,1258,616,,GenEval
gen-1765431992-E1O9qVF6ghzggiN3ZE3E,2025-12-11 05:46:32.001,0,,,,0.000552,138,38,0,0,openai/gpt-5-chat-2025-08-07,OpenAI,standard,false,true,,completed,stop,256,401,,GenEval
gen-1765431986-OrucJb8OkdDxeDVGGWMC,2025-12-11 05:46:26.651,0,,,0,0.002577,499,971,0,0,google/gemini-2.5-flash,Google AI Studio,standard,false,true,,STOP,stop,5151,569,,GenEval
gen-1765431985-iNf2A09OEZao8S3bRe74,2025-12-11 05:46:25.640,0,,,,0.000552,138,38,0,0,openai/gpt-5-chat-2025-08-07,OpenAI,standard,false,true,,completed,stop,235,427,,GenEval
gen-1765431984-jx6MgObZHaDybodnDNHv,2025-12-11 05:46:24.294,0,,,0,0.000587,499,175,0,0,google/gemini-2.5-flash,Google AI Studio,standard,false,true,,STOP,stop,1211,542,,GenEval
gen-1765431982-t4efiKeKacIE4zD6Bvx1,2025-12-11 05:46:22.979,0,,,,0.000772,138,60,0,0,openai/gpt-5-chat-2025-08-07,OpenAI,standard,false,true,,completed,stop,447,462,,GenEval
gen-1765431976-qyOweTI0fEcUE2G9QRPV,2025-12-11 05:46:16.859,0,,,0,0.0028,435,1068,0,0,google/gemini-2.5-flash,Google AI Studio,standard,false,true,,STOP,stop,5820,655,,GenEval
gen-1765431966-VjCmXQO8kGVw9ZWOA4Vt,2025-12-11 05:46:06.289,0,,,0,0.005093,435,1985,0,0,google/gemini-2.5-flash,Google AI Studio,standard,false,true,,MAX_TOKENS,length,10430,1525,,GenEval
gen-1765431958-fdJPGdKQOo03q74yTH0n,2025-12-11 05:45:58.062,0,,,0,0.005098,435,1987,0,0,google/gemini-2.5-flash,Google AI Studio,standard,false,true,,MAX_TOKENS,length,8072,601,,GenEval
gen-1765431955-HblytL2XskNaLdQHbojT,2025-12-11 05:45:55.001,0,,,0,0.001609,414,239,0,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,,stop,stop,2241,742,,GenEval
gen-1765431952-4WP9C2rJDaccdCoUJXQ2,2025-12-11 05:45:52.033,0,,,0,0.001946,441,301,0,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,,stop,stop,1936,783,,GenEval
gen-1765431937-yqmHrUaLHtCkxm0jjBCG,2025-12-11 05:45:37.401,0.002281,,,0,0,446,367,0,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,,stop,stop,2712,982,,GenEval
gen-1765431936-t4LXUtHa7eZFkzJX0NOs,2025-12-11 05:45:36.280,0,,,,0.000682,138,51,0,0,openai/gpt-5-chat-2025-08-07,OpenAI,standard,false,true,,completed,stop,371,410,,GenEval
gen-1765431932-Sz7kfS3SQajhHActbyWg,2025-12-11 05:45:32.983,0,,,0,0.001717,347,274,0,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,,stop,stop,2173,939,,GenEval
gen-1765431931-dw6bIoeWmVp8iff0rJP3,2025-12-11 05:45:31.893,0,,,,0.000543,211,28,0,0,openai/gpt-5-chat-2025-08-07,OpenAI,standard,false,true,,completed,stop,132,708,,GenEval
gen-1765431927-6Gd3XZLSk9VTniltqZFi,2025-12-11 05:45:27.468,0,,,0,0.001724,349,275,0,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,,stop,stop,3159,1101,,GenEval
gen-1765431925-VvUGttfa7tthjLxmjZjA,2025-12-11 05:45:25.610,0,,,,0.001202,138,103,0,0,openai/gpt-5-chat-2025-08-07,OpenAI,standard,false,true,,completed,stop,874,399,,GenEval
gen-1765431923-e1c6LPwKRoW0HRRkbzRv,2025-12-11 05:45:23.971,0,,,,0.001198,127,104,0,0,openai/gpt-5-chat-2025-08-07,OpenAI,standard,false,true,,completed,stop,588,704,,GenEval
gen-1765431923-WYc8JcxLu8wZ8mg6d4oN,2025-12-11 05:45:23.053,0,,,,0.00065,128,49,0,0,openai/gpt-5-chat-2025-08-07,OpenAI,standard,false,true,,completed,stop,312,260,,GenEval
gen-1765431921-PNQZ1sPmQsBAvruzRlN4,2025-12-11 05:45:21.521,0,,,,0.002003,155,181,0,0,openai/gpt-5-chat-2025-08-07,OpenAI,standard,false,true,,completed,stop,807,386,,GenEval
gen-1765431920-nE5gk95pcS6qIb776zy5,2025-12-11 05:45:20.600,0,,,,0.000638,135,47,0,0,openai/gpt-5-chat-2025-08-07,OpenAI,standard,false,true,,completed,stop,271,294,,GenEval
gen-1765431919-LBoQcGpB5U4pCopOmVkd,2025-12-11 05:45:19.072,0,,,,0.000638,127,48,0,0,openai/gpt-5-chat-2025-08-07,OpenAI,standard,false,true,,completed,stop,428,532,,GenEval
gen-1765431917-4L6SaTSlupfxufOxJr0K,2025-12-11 05:45:17.951,0,,,,0.000583,131,42,0,0,openai/gpt-5-chat-2025-08-07,OpenAI,standard,false,true,,completed,stop,340,426,,GenEval
gen-1765431915-kooevlsFGLxX7RyXCABD,2025-12-11 05:45:15.186,0,,-0.000189,0,0.000882,814,331,0,702,google/gemini-2.5-flash,Google AI Studio,standard,false,true,,STOP,stop,2213,579,,GenEval
gen-1765431912-D1VPwa2i6pf8wwj8iCzq,2025-12-11 05:45:12.052,0,,,0,0.001399,814,462,0,0,google/gemini-2.5-flash,Google AI Studio,standard,false,true,,STOP,stop,2786,541,,GenEval
gen-1765431906-xNDBtTK1EmoQsvl8dYnR,2025-12-11 05:45:06.790,0,,,0,0.002741,814,999,0,0,google/gemini-2.5-flash,Google AI Studio,standard,false,true,,STOP,stop,5037,625,,GenEval
gen-1765431897-gvPhimFtBma48SvWYRKE,2025-12-11 05:44:57.361,0,,,0,0.005102,415,1991,0,0,google/gemini-2.5-flash,Google AI Studio,standard,false,true,,MAX_TOKENS,length,9298,528,,GenEval
gen-1765431895-KuPrcy2LAIyeW7bWTQ8w,2025-12-11 05:44:55.452,0,,,,0.002077,142,190,0,0,openai/gpt-5-chat-2025-08-07,OpenAI,standard,false,true,,completed,stop,1236,327,,GenEval
gen-1765431893-hUUM09apRfUHnRiyLpPY,2025-12-11 05:44:53.781,0,,,0,0.000589,415,186,0,0,google/gemini-2.5-flash,Google AI Studio,standard,false,true,,STOP,stop,1597,730,,GenEval
gen-1765431891-qvl5JsKVNQ3bYEeaK84S,2025-12-11 05:44:51.381,0,,,,0.002335,148,215,0,0,openai/gpt-5-chat-2025-08-07,OpenAI,standard,false,true,,completed,stop,1517,289,,GenEval
gen-1765431889-6jPZ3CHepgFOFfgWwNog,2025-12-11 05:44:49.487,0,,,0,0.000674,415,220,0,0,google/gemini-2.5-flash,Google AI Studio,standard,false,true,,STOP,stop,1639,515,,GenEval
gen-1765431884-HQHvjFevzZUQsNJUBy3j,2025-12-11 05:44:44.891,0,,,0,0.002646,401,449,0,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,,stop,stop,3646,783,,GenEval
gen-1765431881-6qojyIre7hLAxu6FncNh,2025-12-11 05:44:41.071,0,,,0,0.00225,575,335,0,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,,stop,stop,2363,1028,,GenEval
gen-1765431876-azQgGZhLyyU4C9wQ6jDg,2025-12-11 05:44:36.569,0,,,0,0.00336,580,556,0,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,,stop,stop,2897,1018,,GenEval
gen-1765431873-cpxrpxpyZIvGD3FXAxKb,2025-12-11 05:44:33.712,0,,,,0.001862,130,170,0,0,openai/gpt-5-chat-2025-08-07,OpenAI,standard,false,true,,completed,stop,2218,317,,GenEval
gen-1765431869-9tE2DmuY5QC7EidgMGjZ,2025-12-11 05:44:29.199,0,,,0,0.001982,337,329,0,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,,stop,stop,2976,1202,,GenEval
gen-1765431867-lNOhw9zcayFmGwba0908,2025-12-11 05:44:27.370,0,,,,0.001986,269,165,0,0,openai/gpt-5-chat-2025-08-07,OpenAI,standard,false,true,,completed,stop,745,640,,GenEval
gen-1765431863-TBfrFJKyItAaCocg4Hre,2025-12-11 05:44:23.869,0,,,0,0.001905,340,313,0,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,,stop,stop,2631,757,,GenEval
gen-1765431861-jEXVJW5FY9dmAj4Sukwr,2025-12-11 05:44:21.435,0,,,,0.002302,130,214,0,0,openai/gpt-5-chat-2025-08-07,OpenAI,standard,false,true,,completed,stop,1513,329,,GenEval
gen-1765431859-zNu6DIXjIVJrKwZXm9mc,2025-12-11 05:44:19.169,0,,,0,0.000751,563,233,0,0,google/gemini-2.5-flash,Google AI Studio,standard,false,true,,STOP,stop,1744,628,,GenEval
gen-1765431857-xY1PnaRtfKxwh4Gd87yj,2025-12-11 05:44:17.820,0,,,0,0.000466,563,119,0,0,google/gemini-2.5-flash,Google AI Studio,standard,false,true,,STOP,stop,1077,546,,GenEval
gen-1765431856-fkga8B7YyFTv1D2y40tm,2025-12-11 05:44:16.303,0,,,0,0.000463,563,118,0,0,google/gemini-2.5-flash,Google AI Studio,standard,false,true,,STOP,stop,1147,617,,GenEval
gen-1765431845-41iAt6a01FD9x2WGuDS8,2025-12-11 05:44:05.539,0,,,0,0.005083,395,1986,0,0,google/gemini-2.5-flash,Google AI Studio,standard,false,true,,MAX_TOKENS,length,10647,1335,,GenEval
gen-1765431844-WYMwK5biNzh3fVRPhNEc,2025-12-11 05:44:04.839,0,,,,0.000376,141,20,0,0,openai/gpt-5-chat-2025-08-07,OpenAI,standard,false,true,,completed,stop,88,308,,GenEval
gen-1765431842-fb9LITyk6Cb03b4QDMkl,2025-12-11 05:44:02.773,0,,,0,0.000498,395,152,0,0,google/gemini-2.5-flash,Google AI Studio,standard,false,true,,STOP,stop,1909,1253,,GenEval
gen-1765431841-J4kf6hZRWcdX5adexmB2,2025-12-11 05:44:01.885,0,,,,0.000372,138,20,0,0,openai/gpt-5-chat-2025-08-07,OpenAI,standard,false,true,,completed,stop,69,425,,GenEval
gen-1765431840-uiyHEJae6au22DeU2AIw,2025-12-11 05:44:00.038,0,,,0,0.000471,395,141,0,0,google/gemini-2.5-flash,Google AI Studio,standard,false,true,,STOP,stop,1140,545,,GenEval
gen-1765431835-cVPsSyRuJCfxcpTFpleQ,2025-12-11 05:43:55.715,0,,,0,0.001979,389,318,0,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,,stop,stop,3159,725,,GenEval
gen-1765431832-11vH6SkLitoNQaQquMeu,2025-12-11 05:43:52.057,0,,,0,0.001762,317,289,0,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,,stop,stop,2614,578,,GenEval
gen-1765431828-1q4FfIK3VHm3YvWeyf5Y,2025-12-11 05:43:48.953,0,,,0,0.001502,322,236,0,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,,stop,stop,1888,751,,GenEval
gen-1765431827-JMaDloZoheUxC6i1LLyc,2025-12-11 05:43:47.531,0,,,,0.000306,125,15,0,0,openai/gpt-5-chat-2025-08-07,OpenAI,standard,false,true,,completed,stop,18,644,,GenEval
gen-1765431824-9Q02JuDyNjkKuGeMblXb,2025-12-11 05:43:44.876,0,,,0,0.001423,328,219,0,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,,stop,stop,1623,712,,GenEval
gen-1765431823-Uq80lgwWbiYA2Y3qKw1h,2025-12-11 05:43:43.952,0,,,,0.000395,188,16,0,0,openai/gpt-5-chat-2025-08-07,OpenAI,standard,false,true,,completed,stop,91,480,,GenEval
gen-1765431820-MCunFBWaWZTokzbJMIub,2025-12-11 05:43:40.979,0,,,0,0.001347,332,203,0,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,,stop,stop,1939,901,,GenEval
gen-1765431820-3zJkTZvkJWcpKGcFfM5N,2025-12-11 05:43:40.064,0,,,,0.000306,125,15,0,0,openai/gpt-5-chat-2025-08-07,OpenAI,standard,false,true,,completed,stop,72,511,,GenEval
gen-1765431814-Bj2CJogetpndGCTR72qF,2025-12-11 05:43:34.734,0,,,0,0.00294,315,525,0,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,,stop,stop,4367,598,,GenEval
gen-1765431809-VCD02bfV4VhjYjjXwEI8,2025-12-11 05:43:29.388,0,,,0,0.00279,370,484,0,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,,stop,stop,4223,605,,GenEval
gen-1765431804-PGmFPkLZ1ugz0fmUTRxl,2025-12-11 05:43:24.960,0,,,0,0.00256,375,437,0,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,,stop,stop,3078,965,,GenEval
gen-1765431802-M7oPHC5d8cw35pKlQDZI,2025-12-11 05:43:22.655,0,,,,0.001462,138,129,0,0,openai/gpt-5-chat-2025-08-07,OpenAI,standard,false,true,,completed,stop,1618,398,,GenEval
gen-1765431798-NkxUTnrlDBh8qb2GHnUK,2025-12-11 05:43:18.539,0,,,0,0.002118,298,364,0,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,,stop,stop,3090,952,,GenEval
gen-1765431797-SHwnGVjyvvT0wnYb1nxX,2025-12-11 05:43:17.112,0,,,,0.00199,264,166,0,0,openai/gpt-5-chat-2025-08-07,OpenAI,standard,false,true,,completed,stop,760,256,,GenEval
gen-1765431792-ghRe8dIIP8PbzLna5hID,2025-12-11 05:43:12.705,0,,,0,0.00202,300,344,0,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,,stop,stop,3424,832,,GenEval
gen-1765431791-QulHIyWzQYwRSjkHxPZF,2025-12-11 05:43:11.168,0,,,,0.001102,138,93,0,0,openai/gpt-5-chat-2025-08-07,OpenAI,standard,false,true,,completed,stop,816,395,,GenEval
gen-1765431789-nWsVe3oqEM84JLaaEpAf,2025-12-11 05:43:09.536,0,,,,0.001381,137,121,0,0,openai/gpt-5-chat-2025-08-07,OpenAI,standard,false,true,,completed,stop,597,535,,GenEval
gen-1765431788-yza7qcU7H10xke8dYRG6,2025-12-11 05:43:08.486,0,,,,0.000481,129,32,0,0,openai/gpt-5-chat-2025-08-07,OpenAI,standard,false,true,,completed,stop,195,417,,GenEval
gen-1765431782-Z9ciqJClz4xZM2xEkaK8,2025-12-11 05:43:02.357,0,,,0,0.00333,325,601,0,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,,stop,stop,4636,955,,GenEval
gen-1765431777-2cWKNGu7xEpaSSOFBLXS,2025-12-11 05:42:57.770,0,,,0,0.001762,322,288,0,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,,stop,stop,3010,1170,,GenEval
gen-1765431774-ElmvRdGXhbMIs9C9AHRq,2025-12-11 05:42:54.589,0,,,0,0.001362,327,207,0,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,,stop,stop,1542,920,,GenEval
gen-1765431773-ZonOpqZSEwwamQkqdbSw,2025-12-11 05:42:53.154,0,,,,0.000742,138,57,0,0,openai/gpt-5-chat-2025-08-07,OpenAI,standard,false,true,,completed,stop,558,478,,GenEval
gen-1765431770-PXSJb6mJvGS3ujKos5pf,2025-12-11 05:42:50.476,0,,,0,0.001228,303,185,0,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,,stop,stop,1663,893,,GenEval
gen-1765431768-eYXxziT5j27SMVF2lZaB,2025-12-11 05:42:48.752,0,,,,0.00077,232,48,0,0,openai/gpt-5-chat-2025-08-07,OpenAI,standard,false,true,,completed,stop,310,972,,GenEval
gen-1765431763-04g3a1L71QaNp6rCCrKr,2025-12-11 05:42:43.715,0,,,0,0.002099,304,359,0,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,,stop,stop,3875,650,,GenEval
gen-1765431762-hz8MQOT99FrKMFuykcpc,2025-12-11 05:42:42.593,0,,,,0.000602,138,43,0,0,openai/gpt-5-chat-2025-08-07,OpenAI,standard,false,true,,completed,stop,399,410,,GenEval
gen-1765431761-7maw01dOa5gNwPoQZNAk,2025-12-11 05:42:41.483,0,,,,0.00069,128,53,0,0,openai/gpt-5-chat-2025-08-07,OpenAI,standard,false,true,,completed,stop,309,384,,GenEval
gen-1765431755-xTJ2tw8oEaoaXbB2h02t,2025-12-11 05:42:35.579,0,,,0,0.002784,364,484,0,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,,stop,stop,4480,1119,,GenEval
gen-1765431750-OXag2VtgD4gvGbCd4ZEz,2025-12-11 05:42:30.916,0,,,0,0.002059,369,338,0,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,,stop,stop,3193,1142,,GenEval
gen-1765431745-BdtxMzJyRhiMx6l89IaD,2025-12-11 05:42:25.494,0,,,0,0.002449,374,415,0,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,,stop,stop,4117,827,,GenEval
gen-1765431744-Rvf0PCDqL4JMt0SIltlR,2025-12-11 05:42:24.485,0,,,,0.000975,124,82,0,0,openai/gpt-5-chat-2025-08-07,OpenAI,standard,false,true,,completed,stop,367,251,,GenEval
gen-1765431740-hhQhTZyi5NOWOCvWA3XX,2025-12-11 05:42:20.983,0,,,0,0.001615,315,260,0,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,,stop,stop,2125,1274,,GenEval
gen-1765431739-9KOC0qdWtViQBTWWeSph,2025-12-11 05:42:19.828,0,,,,0.001213,187,98,0,0,openai/gpt-5-chat-2025-08-07,OpenAI,standard,false,true,,completed,stop,459,370,,GenEval
gen-1765431735-rmv9sHAZCNGS7DPLOinS,2025-12-11 05:42:15.886,0,,,0,0.001774,319,291,0,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,,stop,stop,3021,664,,GenEval
gen-1765431734-PWJE34WLma9tfVWFkiEr,2025-12-11 05:42:14.443,0,,,,0.000855,124,70,0,0,openai/gpt-5-chat-2025-08-07,OpenAI,standard,false,true,,completed,stop,427,459,,GenEval
gen-1765431733-3rg7FO6o3CPhsk3Bvaoq,2025-12-11 05:42:13.092,0,,,,0.0008,128,64,0,0,openai/gpt-5-chat-2025-08-07,OpenAI,standard,false,true,,completed,stop,642,294,,GenEval
gen-1765431732-0U42o4HCWNH6NCt6VO3O,2025-12-11 05:42:12.158,0,,,,0.000353,131,19,0,0,openai/gpt-5-chat-2025-08-07,OpenAI,standard,false,true,,completed,stop,137,409,,GenEval
gen-1765431731-Hnoxbb4MU4ewHuSiPg5X,2025-12-11 05:42:11.424,0,,,,0.000305,124,15,0,0,openai/gpt-5-chat-2025-08-07,OpenAI,standard,false,true,,completed,stop,69,382,,GenEval
gen-1765431729-IX0Cb3YpBAgna7UgFYFd,2025-12-11 05:42:09.838,0,,,,0.000786,133,62,0,0,openai/gpt-5-chat-2025-08-07,OpenAI,standard,false,true,,completed,stop,758,284,,GenEval
gen-1765431727-TBx7D7McaKxTIwrNmN3q,2025-12-11 05:42:07.170,0,,-0.00019,0,0.00068,828,249,0,706,google/gemini-2.5-flash,Google AI Studio,standard,false,true,,STOP,stop,2079,999,,GenEval
gen-1765431725-kxDeZVc9WXZ9HfG6WPKB,2025-12-11 05:42:05.223,0,,-0.00019,0,0.000712,828,262,0,706,google/gemini-2.5-flash,Google AI Studio,standard,false,true,,STOP,stop,1641,583,,GenEval
gen-1765431718-rf2TPDOvKMHaoP9SJSNG,2025-12-11 05:41:58.420,0,,,0,0.002768,828,1008,0,0,google/gemini-2.5-flash,Google AI Studio,standard,false,true,,STOP,stop,6437,1656,,GenEval
gen-1765431716-owQOyhXkoQQUv2BtGefq,2025-12-11 05:41:56.745,0,,,,0.000921,153,73,0,0,openai/gpt-5-chat-2025-08-07,OpenAI,standard,false,true,,completed,stop,487,422,,GenEval
gen-1765431714-4D6HByqjr6rSXrue3sTI,2025-12-11 05:41:54.100,0,,,0,0.000645,593,187,0,0,google/gemini-2.5-flash,Google AI Studio,standard,false,true,,STOP,stop,2469,1625,,GenEval
gen-1765431712-o2LlQ9B1YKJyIsgnZS2C,2025-12-11 05:41:52.806,0,,,,0.000913,147,73,0,0,openai/gpt-5-chat-2025-08-07,OpenAI,standard,false,true,,completed,stop,597,291,,GenEval
gen-1765431711-77AdrWRN3mds0ArZlMlq,2025-12-11 05:41:51.197,0,,,0,0.00067,593,197,0,0,google/gemini-2.5-flash,Google AI Studio,standard,false,true,,STOP,stop,1516,548,,GenEval
gen-1765431708-8hKFsSBHimbIfSoElLNv,2025-12-11 05:41:48.857,0,,,,0.000916,149,73,0,0,openai/gpt-5-chat-2025-08-07,OpenAI,standard,false,true,,completed,stop,1465,421,,GenEval
gen-1765431706-XnzAMOaHthNIqcFSoe3H,2025-12-11 05:41:46.801,0,,,0,0.000662,593,194,0,0,google/gemini-2.5-flash,Google AI Studio,standard,false,true,,STOP,stop,1572,604,,GenEval
gen-1765431702-Db044JDpVFNZb4snT1zc,2025-12-11 05:41:42.079,0,,,0,0.003468,733,547,0,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,,stop,stop,3391,1203,,GenEval
gen-1765431698-Q7C8C71KrReKn5ceng3D,2025-12-11 05:41:38.611,0,,,0,0.002326,566,352,0,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,,stop,stop,2488,601,,GenEval
gen-1765431694-M2mCc9nr3qfbVCtcOsWB,2025-12-11 05:41:34.965,0,,,0,0.001846,571,255,0,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,,stop,stop,1754,1348,,GenEval
gen-1765431692-dQFNynTQwPJb0LxKdUfw,2025-12-11 05:41:32.876,0,,,,0.001358,135,119,0,0,openai/gpt-5-chat-2025-08-07,OpenAI,standard,false,true,,completed,stop,1059,334,,GenEval
gen-1765431689-4eQFg20mscLfdzuUG8z3,2025-12-11 05:41:29.681,0,,,0,0.001744,504,248,0,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,,stop,stop,2079,960,,GenEval
gen-1765431688-zNy2XWDlGxdwBA64GoPB,2025-12-11 05:41:28.674,0,,,,0.000607,214,34,0,0,openai/gpt-5-chat-2025-08-07,OpenAI,standard,false,true,,completed,stop,230,410,,GenEval
gen-1765431685-NXdKZjvVsAsZZgngIvcc,2025-12-11 05:41:25.268,0,,,0,0.001758,508,250,0,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,,stop,stop,2412,842,,GenEval
