generation_id,created_at,cost_total,cost_web_search,cost_cache,cost_file_processing,byok_usage_inference,tokens_prompt,tokens_completion,tokens_reasoning,tokens_cached,model_permaslug,provider_name,variant,cancelled,streamed,user,finish_reason_raw,finish_reason_normalized,generation_time_ms,time_to_first_token_ms,app_name,api_key_name
gen-1766188737-KwgYhtWzuJYbWNWqkd8w,2025-12-19 23:58:57.880,0,,,,0.002777,3653,317,0,0,google/gemini-3-flash-preview-20251217,Google AI Studio,standard,false,true,,STOP,stop,2424,841,,GenEval
gen-1766188736-m0oGLKBKhfO24kl1wNL2,2025-12-19 23:58:56.444,0,,,,0.001092,1428,126,0,0,google/gemini-3-flash-preview-20251217,Google AI Studio,standard,false,true,,STOP,stop,1317,723,,GenEval
gen-1766188734-BfcRcM1rmUQdqBG4hGhh,2025-12-19 23:58:54.159,0,,,,0.00064,537,124,0,0,google/gemini-3-flash-preview-20251217,Google AI Studio,standard,false,true,,STOP,stop,1540,854,,GenEval
gen-1766188732-LChxIlPyDTQUgCzSCamU,2025-12-19 23:58:52.644,0,,,0,0.020532,4469,475,0,0,anthropic/claude-4.5-sonnet-20250929,Amazon Bedrock,standard,false,true,,tool_calls,tool_calls,6387,1745,,GenEval
gen-1766188730-ENCP81bHG8ksifXkppfK,2025-12-19 23:58:50.969,0,,-0.001712,,0.002132,5225,411,0,3806,google/gemini-3-flash-preview-20251217,Google AI Studio,standard,false,true,,STOP,stop,3113,1030,,GenEval
gen-1766188730-BFijahRcGv56ggGg41mS,2025-12-19 23:58:50.037,0,,,,0.000309,228,65,0,0,google/gemini-3-flash-preview-20251217,Google AI Studio,standard,false,true,,STOP,stop,866,603,,GenEval
gen-1766188727-fk7rJYe2TD9AdCd8kp1l,2025-12-19 23:58:47.368,0,,,,0.001752,1464,340,0,0,google/gemini-3-flash-preview-20251217,Google AI Studio,standard,false,true,,STOP,stop,2556,861,,GenEval
gen-1766188724-gqDgkjtb1KqmeWAxALKu,2025-12-19 23:58:44.842,0,,,,0.001214,1426,167,0,0,google/gemini-3-flash-preview-20251217,Google AI Studio,standard,false,true,,STOP,stop,1624,672,,GenEval
gen-1766188724-Y7gygwWexrUgaVVIbO40,2025-12-19 23:58:44.538,0.000736,,-0.00044,0,0,6131,793,0,4236,z-ai/glm-4.5-air,Novita,standard,false,true,,stop,stop,6927,801,,GenEval
gen-1766188721-CanMoKUxCZOYFweMZj0j,2025-12-19 23:58:41.284,0,,-0.001711,,0.001867,5154,334,0,3803,google/gemini-3-flash-preview-20251217,Google AI Studio,standard,false,true,,STOP,stop,2756,684,,GenEval
gen-1766188720-7XrDGzr76h1EkFzlQJPm,2025-12-19 23:58:40.670,0,,-0.00432,,0.006628,6079,335,0,3840,openai/gpt-5.1-chat-20251113,OpenAI,standard,false,true,,completed,stop,2865,459,,GenEval
gen-1766188720-n5wavRuPD9OIgm5ICnUO,2025-12-19 23:58:40.254,0,,,,0.000283,230,56,0,0,google/gemini-3-flash-preview-20251217,Google AI Studio,standard,false,true,,STOP,stop,961,721,,GenEval
gen-1766188717-nzDCHDRyLtQcq59DIO74,2025-12-19 23:58:37.189,0,,,,0.003629,4745,419,0,0,google/gemini-3-flash-preview-20251217,Google AI Studio,standard,false,true,,STOP,stop,3010,897,,GenEval
gen-1766188714-2ptTDy3KS0ElipHJDfAo,2025-12-19 23:58:34.656,0,,,,0.001279,1214,224,0,0,google/gemini-3-flash-preview-20251217,Google AI Studio,standard,false,true,,STOP,stop,1900,678,,GenEval
gen-1766188713-hNXcX83JOGT5gofsy4U5,2025-12-19 23:58:33.427,0,,,,0.000974,1379,95,0,0,google/gemini-3-flash-preview-20251217,Google AI Studio,standard,false,true,,STOP,stop,1182,774,,GenEval
gen-1766188711-ruFY5OAPRxcO1BYeptGe,2025-12-19 23:58:31.184,0,,,,0.000611,491,122,0,0,google/gemini-3-flash-preview-20251217,Google AI Studio,standard,false,true,,STOP,stop,1463,753,,GenEval
gen-1766188709-AbLAjl3Vru34cP5cYv2j,2025-12-19 23:58:29.236,0,,,,0.001104,1399,135,0,0,google/gemini-3-flash-preview-20251217,Google AI Studio,standard,false,true,,STOP,stop,1808,814,,GenEval
gen-1766188705-1y6ojJfYLf9ST89WT58o,2025-12-19 23:58:25.857,0,,,0,0.011453,6583,974,0,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,,stop,stop,13148,1364,,GenEval
gen-1766188704-F3fMTZpyxocOIw6NmeL0,2025-12-19 23:58:24.873,0,,,,0.00313,4239,337,0,0,google/gemini-3-flash-preview-20251217,Google AI Studio,standard,false,true,,STOP,stop,3684,899,,GenEval
gen-1766188704-AGlLYMlDjXYNuvsbRw16,2025-12-19 23:58:23.990,0,,,,0.000318,229,68,0,0,google/gemini-3-flash-preview-20251217,Google AI Studio,standard,false,true,,STOP,stop,785,519,,GenEval
gen-1766188701-coWsYq6hMTIqNbQnFxva,2025-12-19 23:58:21.344,0,,,,0.001838,1552,354,0,0,google/gemini-3-flash-preview-20251217,Google AI Studio,standard,false,true,,STOP,stop,2597,777,,GenEval
gen-1766188698-SKjcVOHLClYAy3hS5ywJ,2025-12-19 23:58:18.784,0,,,,0.001222,1220,204,0,0,google/gemini-3-flash-preview-20251217,Google AI Studio,standard,false,true,,STOP,stop,1618,647,,GenEval
gen-1766188697-8GAChIxynPdjU2QOcJDG,2025-12-19 23:58:17.279,0,,,,0.000962,1361,94,0,0,google/gemini-3-flash-preview-20251217,Google AI Studio,standard,false,true,,STOP,stop,1175,759,,GenEval
gen-1766188695-CcN7QNidJQPX26Qs03jm,2025-12-19 23:58:15.236,0,,,,0.001012,1305,120,0,0,google/gemini-3-flash-preview-20251217,Google AI Studio,standard,false,true,,STOP,stop,1293,665,,GenEval
gen-1766188694-iOI1dPJkE7OkYwSVFgYu,2025-12-19 23:58:14.359,0,,-0.004608,0,0.01229,5189,815,0,3072,openai/gpt-4.1-2025-04-14,OpenAI,standard,false,true,,completed,stop,10819,403,,GenEval
gen-1766188693-dgFoE2WMJvf9DiZzNzH5,2025-12-19 23:58:13.491,0,,,,0.0005,353,108,0,0,google/gemini-3-flash-preview-20251217,Google AI Studio,standard,false,true,,STOP,stop,1036,598,,GenEval
gen-1766188692-EbLTs2xYNcc4ubgYejIM,2025-12-19 23:58:12.645,0,,,,0.000252,223,47,0,0,google/gemini-3-flash-preview-20251217,Google AI Studio,standard,false,true,,STOP,stop,761,578,,GenEval
gen-1766188690-JMy3KHKwGj8apD98VGgf,2025-12-19 23:58:10.549,0,,,,0.001514,1505,254,0,0,google/gemini-3-flash-preview-20251217,Google AI Studio,standard,false,true,,STOP,stop,2024,723,,GenEval
gen-1766188686-AnVI7bCc2JELjPlLwyq5,2025-12-19 23:58:06.964,0,,-0.000817,,0.001989,3137,413,0,1817,google/gemini-3-flash-preview-20251217,Google AI Studio,standard,false,true,,STOP,stop,2999,764,,GenEval
gen-1766188685-fMBgy4o1ivXdLYCWQpjB,2025-12-19 23:58:05.982,0,,,,0.000252,223,47,0,0,google/gemini-3-flash-preview-20251217,Google AI Studio,standard,false,true,,STOP,stop,934,722,,GenEval
gen-1766188683-ADNHYNg2XglTHUhi30bb,2025-12-19 23:58:03.986,0,,,,0.001902,2311,249,0,0,google/gemini-3-flash-preview-20251217,Google AI Studio,standard,false,true,,STOP,stop,1936,644,,GenEval
gen-1766188681-tYn4TrrsZPOpwsZQZwVW,2025-12-19 23:58:01.095,0,,-0.00084,,0.002261,4134,345,0,1868,google/gemini-3-flash-preview-20251217,Google AI Studio,standard,false,true,,STOP,stop,2778,839,,GenEval
gen-1766188680-IKIMTcLz4NxupFjW0BxQ,2025-12-19 23:58:00.444,0,,,0,0.026895,6425,508,0,0,anthropic/claude-4.5-sonnet-20250929,Amazon Bedrock,standard,false,true,,stop,stop,11376,2383,,GenEval
gen-1766188680-0VG1jHySumTKYhUiqjQw,2025-12-19 23:58:00.157,0,,,,0.000252,223,47,0,0,google/gemini-3-flash-preview-20251217,Google AI Studio,standard,false,true,,STOP,stop,867,668,,GenEval
gen-1766188678-KBEHJfYI0sO8pcRy83WG,2025-12-19 23:57:58.145,0,,,,0.001534,1496,262,0,0,google/gemini-3-flash-preview-20251217,Google AI Studio,standard,false,true,,STOP,stop,1974,682,,GenEval
gen-1766188676-hko7rzW6HoxjXWeONwZx,2025-12-19 23:57:56.398,0,,,,0.001271,1385,193,0,0,google/gemini-3-flash-preview-20251217,Google AI Studio,standard,false,true,,STOP,stop,1691,630,,GenEval
gen-1766188673-6ul6qVqWZeVtH8YuiaiT,2025-12-19 23:57:53.297,0,,-0.000837,,0.00188,3935,250,0,1860,google/gemini-3-flash-preview-20251217,Google AI Studio,standard,false,true,,STOP,stop,2147,830,,GenEval
gen-1766188672-KuyiIWwC0hq7SCGvxdof,2025-12-19 23:57:52.491,0,,,,0.000252,223,47,0,0,google/gemini-3-flash-preview-20251217,Google AI Studio,standard,false,true,,STOP,stop,717,522,,GenEval
gen-1766188670-QlxDNjUSBaIepojscpiX,2025-12-19 23:57:50.262,0,,,,0.001631,1438,304,0,0,google/gemini-3-flash-preview-20251217,Google AI Studio,standard,false,true,,STOP,stop,2186,606,,GenEval
gen-1766188669-9cFCqqhDuh68NgTnCvja,2025-12-19 23:57:49.671,0,,,0,0.008821,4036,957,0,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,,tool_calls,tool_calls,9214,770,,GenEval
gen-1766188668-mDDs7JyrhfgTrTSxJ4M9,2025-12-19 23:57:48.384,0,,,,0.001257,1338,196,0,0,google/gemini-3-flash-preview-20251217,Google AI Studio,standard,false,true,,STOP,stop,1812,792,,GenEval
gen-1766188665-jwQf7yIu3XIVZsePVePk,2025-12-19 23:57:45.596,0,,,,0.002268,3079,243,0,0,google/gemini-3-flash-preview-20251217,Google AI Studio,standard,false,true,,STOP,stop,2230,808,,GenEval
gen-1766188664-bIx6JL8Z5wmeQZ949DN1,2025-12-19 23:57:44.711,0,,,,0.007387,3014,362,128,0,openai/gpt-5.1-chat-20251113,OpenAI,standard,false,true,,completed,tool_calls,1977,2627,,GenEval
gen-1766188664-5ZeyOJrvsC34fBxlZ4n0,2025-12-19 23:57:44.707,0,,,,0.000282,222,57,0,0,google/gemini-3-flash-preview-20251217,Google AI Studio,standard,false,true,,STOP,stop,831,591,,GenEval
gen-1766188662-rHmWw4ZAaM9MojJXnp98,2025-12-19 23:57:42.266,0,,,,0.001569,1296,307,0,0,google/gemini-3-flash-preview-20251217,Google AI Studio,standard,false,true,,STOP,stop,2367,666,,GenEval
gen-1766188660-9ppQJsuzSzWmW6Qc1dpx,2025-12-19 23:57:40.115,0,,,,0.000621,499,124,0,0,google/gemini-3-flash-preview-20251217,Google AI Studio,standard,false,true,,STOP,stop,1327,608,,GenEval
gen-1766188658-hZ1KCr1m4IO3EljGeLMC,2025-12-19 23:57:38.653,0,,,,0.001071,1351,132,0,0,google/gemini-3-flash-preview-20251217,Google AI Studio,standard,false,true,,STOP,stop,1309,684,,GenEval
gen-1766188656-3jG7RF3uYiegljgaWa1o,2025-12-19 23:57:36.540,0,,,,0.001042,1257,138,0,0,google/gemini-3-flash-preview-20251217,Google AI Studio,standard,false,true,,STOP,stop,1548,832,,GenEval
gen-1766188654-OKeuvEdgn4i6IxKLeVIG,2025-12-19 23:57:34.264,0,,,,0.000493,333,109,0,0,google/gemini-3-flash-preview-20251217,Google AI Studio,standard,false,true,,STOP,stop,1220,640,,GenEval
gen-1766188653-sSDqoAr7Di0FXOC2iGw2,2025-12-19 23:57:33.205,0,,,,0.000366,222,85,0,0,google/gemini-3-flash-preview-20251217,Google AI Studio,standard,false,true,,STOP,stop,994,651,,GenEval
gen-1766188651-VI00n7yKTysnnKos8vED,2025-12-19 23:57:31.072,0,,,,0.001381,1304,243,0,0,google/gemini-3-flash-preview-20251217,Google AI Studio,standard,false,true,,STOP,stop,2025,775,,GenEval
gen-1766188649-5OBMIlabAHCAUeZ4B6p0,2025-12-19 23:57:29.573,0,,,,0.001029,1243,136,0,0,google/gemini-3-flash-preview-20251217,Google AI Studio,standard,false,true,,STOP,stop,1439,793,,GenEval
gen-1766188648-xtLhPJtC5alUPn90UEOH,2025-12-19 23:57:28.408,0,,,,0.000927,1218,106,0,0,google/gemini-3-flash-preview-20251217,Google AI Studio,standard,false,true,,STOP,stop,1120,623,,GenEval
gen-1766188646-cNhqx8seoyQ12Vp5szM2,2025-12-19 23:57:26.866,0.002353,,,0,0,3236,528,0,1120,z-ai/glm-4.6,Novita,exacto,false,true,,tool_calls,tool_calls,17022,732,,GenEval
gen-1766188646-N5fZBHBPEPkoiI4HkqCD,2025-12-19 23:57:26.502,0,,,,0.000422,328,86,0,0,google/gemini-3-flash-preview-20251217,Google AI Studio,standard,false,true,,STOP,stop,1194,815,,GenEval
gen-1766188645-15Bfv0NxQ8vUpjr150Ey,2025-12-19 23:57:25.410,0,,,,0.000398,220,96,0,0,google/gemini-3-flash-preview-20251217,Google AI Studio,standard,false,true,,STOP,stop,1042,539,,GenEval
gen-1766188643-DlVzoxsbCnqKYHRqW3NY,2025-12-19 23:57:23.133,0,,,,0.003192,4609,296,0,0,google/gemini-3-flash-preview-20251217,Google AI Studio,standard,false,true,,STOP,stop,2218,779,,GenEval
gen-1766188640-4QMy8UulR6OYMi748y0x,2025-12-19 23:57:20.261,0,,,,0.001018,1185,142,0,0,google/gemini-3-flash-preview-20251217,Google AI Studio,standard,false,true,,STOP,stop,1569,847,,GenEval
gen-1766188639-DMrmLqlv0IcPjdRlmfoA,2025-12-19 23:57:19.652,0,,-0.002688,0,0.00478,2466,317,0,1792,openai/gpt-4.1-2025-04-14,OpenAI,standard,false,true,,completed,tool_calls,5740,1269,,GenEval
gen-1766188638-vNEvnA7alVRsG3DfXfGm,2025-12-19 23:57:18.872,0,,,,0.000942,1296,98,0,0,google/gemini-3-flash-preview-20251217,Google AI Studio,standard,false,true,,STOP,stop,1140,696,,GenEval
gen-1766188636-nRFZUNVz5W0O5w4RHWaa,2025-12-19 23:57:16.685,0,,,,0.000615,451,130,0,0,google/gemini-3-flash-preview-20251217,Google AI Studio,standard,false,true,,STOP,stop,1382,699,,GenEval
gen-1766188635-At5Rwde1tEicvWe75XQo,2025-12-19 23:57:15.080,0,,,,0.001022,1211,139,0,0,google/gemini-3-flash-preview-20251217,Google AI Studio,standard,false,true,,STOP,stop,1417,613,,GenEval
gen-1766188633-w10Eur7JA5iouC6yxOh6,2025-12-19 23:57:13.046,0,,,,0.000427,326,88,0,0,google/gemini-3-flash-preview-20251217,Google AI Studio,standard,false,true,,STOP,stop,1288,900,,GenEval
gen-1766188632-tReiVgi5zfvGK9F3stto,2025-12-19 23:57:12.072,0,,,,0.000295,225,61,0,0,google/gemini-3-flash-preview-20251217,Google AI Studio,standard,false,true,,STOP,stop,900,663,,GenEval
gen-1766188628-Tn0TOB0f4Wb6M69z0xrD,2025-12-19 23:57:08.752,0,,,,0.003327,4159,416,0,0,google/gemini-3-flash-preview-20251217,Google AI Studio,standard,false,true,,STOP,stop,3235,858,,GenEval
gen-1766188627-mXAdNAiz9epN0y6IocvF,2025-12-19 23:57:07.623,0,,,0,0.023799,4768,633,0,0,anthropic/claude-4.5-sonnet-20250929,Amazon Bedrock,standard,false,true,,tool_calls,tool_calls,9801,1974,,GenEval
gen-1766188627-L8gVEGV3eSJK9zKfBubs,2025-12-19 23:57:07.191,0,,,,0.000974,1343,101,0,0,google/gemini-3-flash-preview-20251217,Google AI Studio,standard,false,true,,STOP,stop,1332,807,,GenEval
gen-1766188624-0qRNfXccCUsiP4zeJ103,2025-12-19 23:57:04.148,0,,-0.007209,,0.002812,18957,181,0,16021,google/gemini-3-flash-preview-20251217,Google AI Studio,standard,false,true,,STOP,stop,2225,1433,,GenEval
gen-1766188623-P3CDFWZUIU5p3rxCMwU4,2025-12-19 23:57:03.156,0,,,,0.000295,224,61,0,0,google/gemini-3-flash-preview-20251217,Google AI Studio,standard,false,true,,STOP,stop,903,700,,GenEval
gen-1766188620-fo2E3DamRNzrW96N51rr,2025-12-19 23:57:00.721,0,,,,0.002526,3426,271,0,0,google/gemini-3-flash-preview-20251217,Google AI Studio,standard,false,true,,STOP,stop,2385,795,,GenEval
gen-1766188620-gP2qj0zE17Ku6easuJOi,2025-12-19 23:57:00.627,0.000629,,-0.000305,0,0,4644,664,0,2934,z-ai/glm-4.5-air,Novita,standard,false,true,,stop,stop,5844,744,,GenEval
gen-1766188619-3lkVsqnB5NuPECPBm4Hx,2025-12-19 23:56:59.278,0,,,,0.001042,1316,128,0,0,google/gemini-3-flash-preview-20251217,Google AI Studio,standard,false,true,,STOP,stop,1385,1383,,GenEval
gen-1766188615-ZhRQ9yGeEOo5SunFIgFJ,2025-12-19 23:56:55.924,0,,-0.007209,,0.002926,18957,219,0,16021,google/gemini-3-flash-preview-20251217,Google AI Studio,standard,false,true,,STOP,stop,2630,1049,,GenEval
gen-1766188615-HBFbMn22Cyyi8oEqd1D2,2025-12-19 23:56:55.517,0,,-0.003168,,0.005884,4602,330,0,2816,openai/gpt-5.1-chat-20251113,OpenAI,standard,false,true,,completed,stop,4040,730,,GenEval
gen-1766188614-oefvUF2r6Nfm1NHgulkY,2025-12-19 23:56:54.896,0,,,,0.000308,227,65,0,0,google/gemini-3-flash-preview-20251217,Google AI Studio,standard,false,true,,STOP,stop,949,703,,GenEval
gen-1766188611-nDzHP9iALiuhYH3cFBjV,2025-12-19 23:56:51.798,0,,,,0.002817,3402,372,0,0,google/gemini-3-flash-preview-20251217,Google AI Studio,standard,false,true,,STOP,stop,3042,884,,GenEval
gen-1766188610-pRtCYaoh91qq5VYQeBMr,2025-12-19 23:56:50.199,0,,,,0.001058,1301,136,0,0,google/gemini-3-flash-preview-20251217,Google AI Studio,standard,false,true,,STOP,stop,1535,802,,GenEval
gen-1766188607-FHdW2VCxmvTiYR7baSkt,2025-12-19 23:56:47.024,0,,,,0.01003,18957,184,0,0,google/gemini-3-flash-preview-20251217,Google AI Studio,standard,false,true,,STOP,stop,2448,1102,,GenEval
gen-1766188606-OUfknXfXviUvaa59U41V,2025-12-19 23:56:46.219,0,,,,0.00029,226,59,0,0,google/gemini-3-flash-preview-20251217,Google AI Studio,standard,false,true,,STOP,stop,748,670,,GenEval
gen-1766188603-8OAYNHV8uUeEix9ElROc,2025-12-19 23:56:43.491,0,,-0.00078,,0.001846,3345,318,0,1734,google/gemini-3-flash-preview-20251217,Google AI Studio,standard,false,true,,STOP,stop,2687,827,,GenEval
gen-1766188599-T5LEtQbn4P71am0STrro,2025-12-19 23:56:39.719,0,,-0.000849,,0.003035,4716,509,0,1888,google/gemini-3-flash-preview-20251217,Google AI Studio,standard,false,true,,STOP,stop,3682,696,,GenEval
gen-1766188598-A6fVZvdHhAuPVnv3KNXi,2025-12-19 23:56:38.677,0,,,0,0.012057,5007,1410,0,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,,stop,stop,15529,1007,,GenEval
gen-1766188598-ngaKhHiLeGvPjUfQIoSd,2025-12-19 23:56:38.629,0,,,,0.000364,224,84,0,0,google/gemini-3-flash-preview-20251217,Google AI Studio,standard,false,true,,STOP,stop,1015,673,,GenEval
gen-1766188595-p4cuA8iofW9jD8bJdlF6,2025-12-19 23:56:35.218,0,,,,0.011356,20054,443,0,0,google/gemini-3-flash-preview-20251217,Google AI Studio,standard,false,true,,STOP,stop,3353,1122,,GenEval
gen-1766188593-tZKGv0tyumSpB2wFMvGq,2025-12-19 23:56:33.714,0,,,,0.00109,1394,131,0,0,google/gemini-3-flash-preview-20251217,Google AI Studio,standard,false,true,,STOP,stop,1459,772,,GenEval
gen-1766188589-6rnJxd1l4PT7aP8vcZPB,2025-12-19 23:56:29.969,0,,-0.000835,,0.002076,3855,328,0,1856,google/gemini-3-flash-preview-20251217,Google AI Studio,standard,false,true,,STOP,stop,2680,705,,GenEval
gen-1766188589-GDxJhLsq2MaR1qmmePEN,2025-12-19 23:56:29.047,0,,,,0.000314,227,67,0,0,google/gemini-3-flash-preview-20251217,Google AI Studio,standard,false,true,,STOP,stop,870,582,,GenEval
gen-1766188587-o2x8dY8dzJ11iTo6njRN,2025-12-19 23:56:27.156,0,,,,0.001844,2237,242,0,0,google/gemini-3-flash-preview-20251217,Google AI Studio,standard,false,true,,STOP,stop,1850,1056,,GenEval
gen-1766188586-rFD6OAIsjloCQkQceDzb,2025-12-19 23:56:26.354,0,,-0.00288,0,0.011232,3708,837,0,1920,openai/gpt-4.1-2025-04-14,OpenAI,standard,false,true,,completed,stop,11791,293,,GenEval
gen-1766188584-MZvm0ccy6PiN5NxnXu1i,2025-12-19 23:56:23.991,0,,-0.00085,,0.002753,4717,415,0,1889,google/gemini-3-flash-preview-20251217,Google AI Studio,standard,false,true,,STOP,stop,3077,722,,GenEval
gen-1766188582-5bcLGtbkeKftpxh8Kzc1,2025-12-19 23:56:22.821,0,,,,0.000314,227,67,0,0,google/gemini-3-flash-preview-20251217,Google AI Studio,standard,false,true,,STOP,stop,1032,721,,GenEval
gen-1766188580-nJBcML9iDoUwH1ZRF4xU,2025-12-19 23:56:20.005,0,,,,0.003245,4342,358,0,0,google/gemini-3-flash-preview-20251217,Google AI Studio,standard,false,true,,STOP,stop,2746,836,,GenEval
gen-1766188578-6ONHTSVhj6vfTMIBIrHr,2025-12-19 23:56:18.803,0,,,,0.000975,1333,103,0,0,google/gemini-3-flash-preview-20251217,Google AI Studio,standard,false,true,,STOP,stop,1162,622,,GenEval
gen-1766188576-FapZWkl6jnxoxYoaKfQU,2025-12-19 23:56:16.688,0,,,,0.000677,610,124,0,0,google/gemini-3-flash-preview-20251217,Google AI Studio,standard,false,true,,STOP,stop,1394,718,,GenEval
gen-1766188575-P6aw9QfnUP9m7J2aMn2S,2025-12-19 23:56:15.090,0,,,,0.001037,1307,128,0,0,google/gemini-3-flash-preview-20251217,Google AI Studio,standard,false,true,,STOP,stop,1553,809,,GenEval
gen-1766188574-DZdnf6Bt6bQrxIBOBf14,2025-12-19 23:56:14.533,0,,,0,0.021519,5083,418,0,0,anthropic/claude-4.5-sonnet-20250929,Amazon Bedrock,standard,false,true,,stop,stop,9021,2603,,GenEval
gen-1766188572-yga2PgoTtK74SsGg1zkA,2025-12-19 23:56:12.404,0,,-0.000848,,0.002446,4646,324,0,1886,google/gemini-3-flash-preview-20251217,Google AI Studio,standard,false,true,,STOP,stop,2618,723,,GenEval
gen-1766188571-mYnsIzERLGjkhfqRyXkA,2025-12-19 23:56:11.372,0,,,,0.000314,227,67,0,0,google/gemini-3-flash-preview-20251217,Google AI Studio,standard,false,true,,STOP,stop,975,696,,GenEval
gen-1766188568-u7Wt42SzRJdieeFICCJV,2025-12-19 23:56:08.758,0,,,,0.002955,3660,375,0,0,google/gemini-3-flash-preview-20251217,Google AI Studio,standard,false,true,,STOP,stop,2558,683,,GenEval
gen-1766188566-8n2ppQZNkyaKhrWHT7sa,2025-12-19 23:56:06.629,0,,,,0.00063,546,119,0,0,google/gemini-3-flash-preview-20251217,Google AI Studio,standard,false,true,,STOP,stop,1373,786,,GenEval
gen-1766188565-5ShRKC5qZfKWpEklEdJL,2025-12-19 23:56:05.438,0,,,0,0.007812,4072,748,0,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,,tool_calls,tool_calls,7879,784,,GenEval
gen-1766188565-5kKCGJvHNsKZhoaytiJ4,2025-12-19 23:56:05.139,0,,,,0.000998,1240,126,0,0,google/gemini-3-flash-preview-20251217,Google AI Studio,standard,false,true,,STOP,stop,1431,793,,GenEval
gen-1766188562-9sDUBw5aDJdiuEthvl0q,2025-12-19 23:56:02.897,0,,,,0.000639,577,117,0,0,google/gemini-3-flash-preview-20251217,Google AI Studio,standard,false,true,,STOP,stop,1308,620,,GenEval
gen-1766188562-p9AOnmfYdvCC65pLBuxE,2025-12-19 23:56:02.691,0,,,,0.005778,3063,195,0,0,openai/gpt-5.1-chat-20251113,OpenAI,standard,false,true,,completed,tool_calls,1641,618,,GenEval
gen-1766188561-dkIISVrHewhh5v6MoZj8,2025-12-19 23:56:01.372,0,,,,0.001018,1274,127,0,0,google/gemini-3-flash-preview-20251217,Google AI Studio,standard,false,true,,STOP,stop,1179,639,,GenEval
gen-1766188557-cmk8Nk2UyyXm5sPdpBn2,2025-12-19 23:55:57.059,0,,,,0.003056,3785,388,0,0,google/gemini-3-flash-preview-20251217,Google AI Studio,standard,false,true,,STOP,stop,3045,756,,GenEval
gen-1766188556-fZMni9UX2CMBwJsH0pTw,2025-12-19 23:55:56.000,0,,,,0.000295,225,61,0,0,google/gemini-3-flash-preview-20251217,Google AI Studio,standard,false,true,,STOP,stop,987,653,,GenEval
gen-1766188554-e20Y0oZtnfzXKjPVaeTq,2025-12-19 23:55:54.757,0.002384,,,0,0,3284,534,0,43,z-ai/glm-4.6,Novita,exacto,false,true,,tool_calls,tool_calls,7064,693,,GenEval
gen-1766188552-eEXU7EwjAP7eyCIptnJ5,2025-12-19 23:55:52.588,0,,,,0.003304,4106,417,0,0,google/gemini-3-flash-preview-20251217,Google AI Studio,standard,false,true,,STOP,stop,3351,802,,GenEval
gen-1766188551-zeNFwyLTDCxQWaDSTU5J,2025-12-19 23:55:51.251,0,,,,0.000978,1339,103,0,0,google/gemini-3-flash-preview-20251217,Google AI Studio,standard,false,true,,STOP,stop,1144,676,,GenEval
gen-1766188550-TzbW9MoCwpeG22XbNL84,2025-12-19 23:55:50.803,0,,-0.002688,0,0.004616,2432,305,0,1792,openai/gpt-4.1-2025-04-14,OpenAI,standard,false,true,,completed,tool_calls,3317,374,,GenEval
gen-1766188549-y9Sh3WPtrZJBs53rf5jq,2025-12-19 23:55:49.140,0,,,,0.000609,528,115,0,0,google/gemini-3-flash-preview-20251217,Google AI Studio,standard,false,true,,STOP,stop,1407,726,,GenEval
gen-1766188547-U1OZAcVvsuA1ehi2Nnnv,2025-12-19 23:55:47.259,0,,,,0.001102,1304,150,0,0,google/gemini-3-flash-preview-20251217,Google AI Studio,standard,false,true,,STOP,stop,1493,653,,GenEval
gen-1766188545-9oNisirXDOlQu25WlCZA,2025-12-19 23:55:45.065,0,,,,0.00108,1213,158,0,0,google/gemini-3-flash-preview-20251217,Google AI Studio,standard,false,true,,STOP,stop,1602,792,,GenEval
gen-1766188543-FDbLfK0uNfnsA6LX8qTr,2025-12-19 23:55:43.040,0,,,,0.000546,343,125,0,0,google/gemini-3-flash-preview-20251217,Google AI Studio,standard,false,true,,STOP,stop,1276,630,,GenEval
gen-1766188542-f2XYEgXV5BKcOQZzxgzg,2025-12-19 23:55:41.998,0,,,,0.00039,223,93,0,0,google/gemini-3-flash-preview-20251217,Google AI Studio,standard,false,true,,STOP,stop,959,496,,GenEval
gen-1766188539-4rxVUiyl93qVJHgHWNic,2025-12-19 23:55:39.648,0,,,,0.001595,1343,308,0,0,google/gemini-3-flash-preview-20251217,Google AI Studio,standard,false,true,,STOP,stop,2296,752,,GenEval
gen-1766188537-Lq49VroKgqHp2oPWyXgI,2025-12-19 23:55:37.712,0,,,,0.000596,508,114,0,0,google/gemini-3-flash-preview-20251217,Google AI Studio,standard,false,true,,STOP,stop,1187,654,,GenEval
gen-1766188537-aoCNRtjcexam7rc5f5oP,2025-12-19 23:55:37.055,0,,,0,0.026133,4211,900,0,0,anthropic/claude-4.5-sonnet-20250929,Amazon Bedrock,standard,false,true,,tool_calls,tool_calls,11064,2120,,GenEval
gen-1766188536-H3tZqJn1S1dEb1zvLguE,2025-12-19 23:55:36.065,0,,,,0.001102,1250,159,0,0,google/gemini-3-flash-preview-20251217,Google AI Studio,standard,false,true,,STOP,stop,1561,797,,GenEval
